-400.0	-99.26316
-390.0	-98.71317
-380.0	-98.16130000000001
-370.0	-97.60731
-360.0	-97.051
-350.0	-96.49212999999999
-339.99999999999994	-95.93043
-329.99999999999994	-95.36565
-319.99999999999994	-94.79750000000001
-309.99999999999994	-94.22568000000001
-299.99999999999994	-93.64986999999999
-289.99999999999994	-93.06973
-279.99999999999994	-92.48492
-269.9999999999999	-91.89506
-259.9999999999999	-91.29975
-249.9999999999999	-90.69859
-239.9999999999999	-90.09115
-229.99999999999986	-89.47697000000001
-219.99999999999986	-88.85558
-209.99999999999986	-88.2265
-199.99999999999986	-87.58922
-189.99999999999983	-86.9432
-179.99999999999983	-86.28789
-169.99999999999983	-85.62274000000001
-159.9999999999998	-84.94715
-149.9999999999998	-84.26052
-139.9999999999998	-83.56225
-129.99999999999977	-82.85169
-119.99999999999977	-82.12819999999999
-109.99999999999976	-81.39111
-99.99999999999976	-80.63973
-89.99999999999974	-79.8733
-79.99999999999974	-79.09104
-69.99999999999973	-78.29203
-59.99999999999972	-77.47516999999999
-49.99999999999971	-76.63907999999999
-39.9999999999997	-75.7819
-29.999999999999694	-74.90096
-19.999999999999684	-73.99225
-9.999999999999677	-73.04937
3.3306690738754696e-13	-72.06147
10.000000000000341	-71.00861
20.00000000000035	-69.84872
30.00000000000036	-68.46352999999999
